Train_No,Train_Name,distance,Source_Station_Name,day_of_departure,Destination_Station_Name,day_of_arrival,departure_time,arrival_time
64095,NDLS-SSB 10C,1255,NEW DELHI,Wednesday,SHAKUR BASTI,Saturday,0:35:00,20:22:01
64096,SSB-NZM,676,SHAKUR BASTI,Tuesday,HAZRAT NIZAMUDDIN JN,Wednesday,18:21:08,10:45:11
64097,NDLS-SSB 10,2212,NEW DELHI,Saturday,SHAKUR BASTI,Thursday,7:17:56,22:16:35
64098,SSB-NZM EMU,617,SHAKUR BASTI,Friday,HAZRAT NIZAMUDDIN JN,Friday,10:51:59,9:02:31
64101,ALJN-DLI 12C,2828,ALIGARH JN.,Thursday,DELHI JN.,Monday,15:13:01,19:04:11
64102,DLI-ALJN 12C,822,DELHI JN.,Monday,ALIGARH JN.,Friday,9:58:04,21:37:50
64103,ALJN-DLI,1609,ALIGARH JN.,Thursday,DELHI JN.,Thursday,10:53:09,5:50:49
64104,DLI-DKDE 12C,697,DELHI JN.,Friday,DANKAUR,Wednesday,11:43:00,1:43:03
64105,ALJN-DLI 12C,20,ALIGARH JN.,Monday,NEW DELHI,Wednesday,22:52:25,13:08:57
64106,DLI-KRJ 12CA,2237,DELHI JN.,Friday,KHURJA JN,Sunday,19:23:41,2:43:34
64107,DKDE-DLI 12C,1305,DANKAUR,Tuesday,DELHI JN.,Friday,17:52:47,6:19:08
64108,DLI-DKDE 12C,1846,DELHI JN.,Monday,KHURJA JN,Monday,19:55:42,16:51:37
64109,DKDE-SSB 12C,1144,DANKAUR,Friday,SHAKUR BASTI,Tuesday,17:11:00,14:57:32
64110,NDLS-ALJN 12,1609,NEW DELHI,Sunday,ALIGARH JN.,Sunday,14:44:05,4:07:20
64111,DKDE-SSB 12C,110,KHURJA JN,Sunday,SHAKUR BASTI,Thursday,1:02:41,5:58:46
64112,SSB-DKDE 12C,993,SHAKUR BASTI,Wednesday,DANKAUR,Thursday,2:17:55,2:02:10
64113,KRJ-SSB 12CA,2054,KHURJA JN,Tuesday,SHAKUR BASTI,Sunday,9:46:29,4:48:01
64114,SSB-ALJN 12C,1175,NEW DELHI,Wednesday,ALIGARH JN.,Saturday,5:48:07,19:37:26
64151,ALJN-DLI MEM,2290,ALIGARH JN.,Sunday,DELHI JN.,Monday,1:29:27,5:18:38
64152,DLI-ALJN MEM,216,DELHI JN.,Saturday,ALIGARH JN.,Wednesday,10:21:25,2:03:27
64153,CNB-ETW MEMU,1224,KANPUR CENTRAL JN.,Saturday,ETAWAH,Monday,2:59:17,9:59:59
64154,ALJN-TDL MEM,2792,ALIGARH JN.,Tuesday,TUNDLA JN,Friday,9:12:07,11:37:33
64155,ETW-TDL MEMU,2223,ETAWAH,Saturday,TUNDLA JN,Wednesday,14:56:08,2:29:46
64156,ETW-CNB MEMU,1377,ETAWAH,Saturday,KANPUR CENTRAL JN.,Monday,4:18:08,3:22:21
64157,ETW-AGC MEMU,289,ETAWAH,Thursday,AGRA CANTT,Friday,7:25:21,20:08:36
64158,TDL-ETW MEMU,974,TUNDLA JN,Friday,ETAWAH,Sunday,5:14:31,1:29:28
64159,CNB-PHD MEMU,2785,KANPUR CENTRAL JN.,Tuesday,PHAPHUND,Friday,4:43:41,4:11:18
64160,AGC-ETW MEMU,1857,AGRA CANTT,Sunday,ETAWAH,Tuesday,1:34:13,1:12:25
64161,PHD-SKB MEMU,1423,PHAPHUND,Saturday,SHIKOHABAD JN.,Thursday,5:30:06,16:58:50
64162,PHD-CNB MEMU,790,PHAPHUND,Saturday,KANPUR CENTRAL JN.,Wednesday,9:42:00,10:42:45
64163,CNB-PNK MEMU,964,KANPUR CENTRAL JN.,Thursday,PANKI,Wednesday,13:03:29,1:59:41
64164,SKB-PHD MEMU,2444,SHIKOHABAD JN.,Sunday,PHAPHUND,Sunday,13:15:30,3:23:55
64165,TDL-ALJN MEM,1919,TUNDLA JN,Saturday,ALIGARH JN.,Monday,15:23:22,9:35:05
64167,PWL-ALJN EMU,551,PALWAL,Thursday,ALIGARH JN.,Sunday,0:03:55,7:08:55
64168,ALJN-PWL EMU,503,ALIGARH JN.,Tuesday,PALWAL,Monday,7:16:48,16:36:02
64201,LKO-CNB MEMU,1751,LUCKNOW JN.,Tuesday,KANPUR CENTRAL JN.,Wednesday,3:35:26,0:15:49
64202,CNB-LKO MEMU,2364,KANPUR CENTRAL JN.,Wednesday,LUCKNOW JN.,Wednesday,21:29:00,22:12:37
64203,LKO-CNB MEMU,343,LUCKNOW JN.,Saturday,KANPUR CENTRAL JN.,Sunday,1:11:23,14:24:33
64204,CNB-LKO MEMU,2881,KANPUR CENTRAL JN.,Saturday,LUCKNOW JN.,Wednesday,6:33:52,23:39:36
64205,LKO-CNB MEMU,1026,LUCKNOW JN.,Tuesday,KANPUR CENTRAL JN.,Monday,16:19:06,11:58:41
64206,CNB-LKO MEMU,1060,KANPUR CENTRAL JN.,Friday,LUCKNOW JN.,Monday,20:21:46,3:51:14
64207,LKO-CNB MEMU,1185,LUCKNOW JN.,Thursday,KANPUR CENTRAL JN.,Friday,13:23:23,12:58:42
64208,CNB-LKO MEMU,570,KANPUR CENTRAL JN.,Tuesday,LUCKNOW JN.,Tuesday,17:06:34,8:32:44
64209,LKO-CNB MEMU,2263,LUCKNOW JN.,Sunday,KANPUR CENTRAL JN.,Monday,17:24:43,5:52:02
64210,CNB-LKO MEMU,2449,KANPUR CENTRAL JN.,Saturday,LUCKNOW JN.,Tuesday,8:28:22,22:52:40
64211,LKO-CNB MEMU,1685,LUCKNOW JN.,Saturday,KANPUR CENTRAL JN.,Thursday,8:51:32,22:56:39
64212,CNB-LKO MEMU,1910,KANPUR CENTRAL JN.,Sunday,LUCKNOW JN.,Thursday,9:55:04,14:45:16
64213,LKO-CNB MEMU,743,LUCKNOW JN.,Tuesday,KANPUR CENTRAL JN.,Wednesday,17:36:50,3:37:44
64214,KAP-LKO MEMU,2810,KALIANPUR,Monday,LUCKNOW JN.,Friday,17:57:42,5:07:54
64216,KAP-LKO MEMU,135,KALIANPUR,Sunday,LUCKNOW JN.,Monday,9:51:13,2:13:12
64221,LKO-HRI-LKO,1287,LUCKNOW JN.,Friday,SHAHJAHANPUR JN,Friday,11:40:22,5:14:22
64222,HRI-LKO-HRI,2703,SHAHJAHANPUR JN,Friday,LUCKNOW JN.,Saturday,13:22:28,8:55:42
64231,BBK-LKO MEMU,1685,BARA BANKI JN.,Monday,LUCKNOW JN.,Friday,17:59:56,13:50:47
64232,LKO-BBK MEMU,2966,LUCKNOW JN.,Sunday,BARA BANKI JN.,Monday,14:25:58,16:55:37
64234,LKO-BBK MEMU,2328,LUCKNOW JN.,Thursday,BARA BANKI JN.,Monday,18:30:42,7:07:54
64235,BBK-CNB MEMU,2054,BARA BANKI JN.,Saturday,KANPUR CENTRAL JN.,Monday,12:25:07,22:56:34
64236,CNB-BBK MEMU,2269,KANPUR CENTRAL JN.,Thursday,BARA BANKI JN.,Sunday,8:32:42,6:09:40
64251,LJN-CNB MEMU,1326,LUCKNOW JN.,Friday,KANPUR CENTRAL JN.,Monday,20:38:03,14:07:01
64252,CNB-LJN MEMU,2635,KANPUR CENTRAL JN.,Friday,LUCKNOW JN.,Monday,12:31:38,6:17:49
64253,LJN-KAP MEMU,966,LUCKNOW JN.,Sunday,KALIANPUR,Monday,10:38:08,3:20:16
64254,CNB-LJN MEMU,1509,KANPUR CENTRAL JN.,Thursday,LUCKNOW JN.,Friday,21:56:33,6:28:43
64255,LJN-KAP MEMU,824,LUCKNOW JN.,Friday,KALIANPUR,Sunday,9:47:44,11:18:02
64257,LJN-CNB MEMU,894,LUCKNOW JN.,Thursday,KANPUR CENTRAL JN.,Friday,13:35:50,22:51:45
64260,PNK-LJN MEMU,1256,PANKI,Friday,LUCKNOW JN.,Friday,12:12:19,8:47:59
64271,BBK-LJN MEMU,2274,BARA BANKI JN.,Sunday,LUCKNOW JN.,Saturday,6:50:40,6:55:59
64272,LJN-BBK MEMU,2473,LUCKNOW JN.,Wednesday,BARA BANKI JN.,Monday,20:19:11,20:15:43
64273,BBK-LJN MEMU,1842,BARA BANKI JN.,Monday,LUCKNOW JN.,Sunday,10:39:47,12:19:39
64274,LJN-BBK MEMU,1184,LUCKNOW JN.,Sunday,BARA BANKI JN.,Monday,2:50:11,12:39:05
64275,BBK-LJN MEMU,1000,BARA BANKI JN.,Tuesday,LUCKNOW JN.,Saturday,2:54:10,0:05:00
64281,SLN-LKO MEMU,2679,SULTANPUR JN.,Monday,LUCKNOW JN.,Saturday,6:30:55,16:24:52
64282,LKO-SLN MEMU,560,LUCKNOW JN.,Monday,SULTANPUR JN.,Tuesday,2:51:33,11:04:15
64401,GZB-DLI 12CA,1726,GHAZIABAD JN.,Friday,DELHI JN.,Wednesday,12:41:32,13:13:41
64402,DLI-GZB 12CA,1828,DELHI JN.,Friday,GHAZIABAD JN.,Wednesday,15:16:25,0:32:34
64403,GZB-DLI 12CA,2475,GHAZIABAD JN.,Thursday,DELHI JN.,Saturday,1:14:08,5:28:58
64404,DLI-GZB 12CA,875,DELHI JN.,Thursday,GHAZIABAD JN.,Monday,17:54:34,16:02:04
64406,DLI-GZB 12CA,1141,DELHI JN.,Thursday,GHAZIABAD JN.,Thursday,9:03:15,11:35:01
64407,GZB-DLI EMU,2566,GHAZIABAD JN.,Thursday,DELHI JN.,Wednesday,21:24:37,0:34:39
64408,DLI-GZB 12CA,2249,DELHI JN.,Tuesday,GHAZIABAD JN.,Wednesday,17:52:02,22:33:29
64409,GZB-NDLS 10C,216,GHAZIABAD JN.,Saturday,NEW DELHI,Saturday,14:59:12,8:04:21
64410,DLI-GZB 12CA,2541,NEW DELHI,Wednesday,GHAZIABAD JN.,Wednesday,18:58:27,8:44:55
64411,SBB-DLI  EMU,1573,SAHIBABAD,Monday,DELHI JN.,Sunday,12:45:10,1:48:23
64412,DLI-GZB MEMU,1904,DELHI JN.,Sunday,GHAZIABAD JN.,Thursday,0:48:49,12:36:37
64414,DLI-GZB EMU,643,DELHI JN.,Monday,GHAZIABAD JN.,Tuesday,21:45:17,8:54:53
64415,GZB-NDLS EMU,2742,GHAZIABAD JN.,Monday,NEW DELHI,Thursday,7:08:00,19:09:46
64417,GZB-DLI MEMU,2076,GHAZIABAD JN.,Wednesday,DELHI JN.,Monday,2:49:28,18:57:32
64418,DLI-GZB MEMU,2135,DELHI JN.,Saturday,GHAZIABAD JN.,Tuesday,11:56:51,10:18:05
64419,NZM-GZB10 CA,1426,HAZRAT NIZAMUDDIN JN,Monday,GHAZIABAD JN.,Wednesday,20:34:47,22:54:26
64420,GZB-DLI-NDLS,2161,GHAZIABAD JN.,Monday,HAZRAT NIZAMUDDIN JN,Friday,7:49:50,20:02:51
64421,GZB-NDLS 12C,1666,GHAZIABAD JN.,Tuesday,NEW DELHI,Wednesday,16:53:42,6:14:21
64422,NDLS-GZB,46,NEW DELHI,Friday,GHAZIABAD JN.,Sunday,11:35:54,12:28:40
64423,GZB-NDLS EMU,2287,GHAZIABAD JN.,Saturday,NEW DELHI,Wednesday,10:55:39,12:38:59
64424,NDLS-GZB EMU,2816,NEW DELHI,Tuesday,GHAZIABAD JN.,Friday,16:29:35,22:23:07
64425,GZB-NDLS 12C,1952,GHAZIABAD JN.,Monday,NEW DELHI,Sunday,0:46:06,12:11:04
64426,NDLS-GZB 12C,587,NEW DELHI,Sunday,GHAZIABAD JN.,Monday,8:28:19,18:59:11
64427,GZB-NDLS 12C,2087,GHAZIABAD JN.,Monday,NEW DELHI,Tuesday,21:44:15,20:21:50
64428,NDLS-GZB EMU,1769,NEW DELHI,Tuesday,GHAZIABAD JN.,Saturday,1:18:11,1:49:28
64429,GZB-NDLS 12C,1026,GHAZIABAD JN.,Friday,NEW DELHI,Friday,19:23:52,12:58:48
64430,NDLS-GZB,1703,NEW DELHI,Tuesday,GHAZIABAD JN.,Tuesday,21:29:14,18:29:18
64431,GZB-NDLS EMU,816,GHAZIABAD JN.,Friday,NEW DELHI,Tuesday,5:04:41,6:17:08
64432,NDLS-GZB EMU,85,NEW DELHI,Friday,GHAZIABAD JN.,Friday,3:30:06,19:12:59
64433,GZB-NDLS EMU,2747,GHAZIABAD JN.,Tuesday,NEW DELHI,Saturday,19:56:17,23:02:35
64434,DLI-GZB 12CA,876,DELHI JN.,Friday,GHAZIABAD JN.,Saturday,17:51:16,23:42:36
64437,GZB-DLI 12CA,1491,GHAZIABAD JN.,Monday,DELHI JN.,Wednesday,6:40:25,19:35:13
64439,GZB-DLI 12CA,2571,GHAZIABAD JN.,Wednesday,DELHI JN.,Friday,23:38:26,18:39:24
64441,GZB-DLI 12CA,1714,GHAZIABAD JN.,Saturday,NEW DELHI,Thursday,8:28:51,11:15:44
64443,GZB-DLI 12CA,2804,GHAZIABAD JN.,Wednesday,DELHI JN.,Saturday,5:47:44,7:06:06
64445,GZB-NDLS,1929,GHAZIABAD JN.,Thursday,DELHI JN.,Friday,3:54:35,10:17:28
64449,GZB-NDLS LAD,1005,GHAZIABAD JN.,Thursday,NEW DELHI,Monday,8:30:44,19:46:46
64450,NDLS-GZB LAD,1260,NEW DELHI,Thursday,GHAZIABAD JN.,Sunday,23:07:52,13:37:18
64451,DLI-PNP MEMU,762,DELHI JN.,Tuesday,PANIPAT JN.,Friday,7:09:26,1:08:45
64452,KKDE-DLI MEM,168,KURUKSHETRA JN.,Monday,DELHI JN.,Tuesday,23:41:47,20:21:37
64453,DLI-PNP 12CA,1088,DELHI JN.,Saturday,PANIPAT JN.,Wednesday,7:42:00,16:43:28
64454,KKDE-DLI MEM,1997,KURUKSHETRA JN.,Tuesday,DELHI JN.,Thursday,10:13:04,4:01:25
64461,NZM KKDE MEM,2443,HAZRAT NIZAMUDDIN JN,Thursday,KURUKSHETRA JN.,Friday,10:44:23,3:34:34
64462,KKDE-NZM MEM,917,KURUKSHETRA JN.,Tuesday,HAZRAT NIZAMUDDIN JN,Wednesday,17:05:53,18:35:26
64463,NDLS-KKDE ME,1970,NEW DELHI,Friday,KURUKSHETRA JN.,Tuesday,11:39:13,18:34:38
64464,PNP-NDLS MEM,53,PANIPAT JN.,Thursday,NEW DELHI,Saturday,9:20:30,20:57:23
64465,NDLS-KKDE ME,1035,NEW DELHI,Monday,KURUKSHETRA JN.,Saturday,11:30:28,18:32:51
64466,PNP-NDLS MEM,2575,PANIPAT JN.,Sunday,NEW DELHI,Monday,10:54:16,3:09:49
64470,PNP-NDLS LAD,2179,PANIPAT JN.,Tuesday,NEW DELHI,Tuesday,10:54:04,19:14:26
64471,GZB-PNP MEMU,1296,GHAZIABAD JN.,Wednesday,PANIPAT JN.,Sunday,14:36:13,4:14:46
64472,PNP-GZB MEMU,2911,PANIPAT JN.,Monday,GHAZIABAD JN.,Tuesday,17:56:11,2:19:04
64481,PNP-UMB MEMU,856,PANIPAT JN.,Friday,AMBALA CANTT JN,Saturday,6:20:50,3:39:56
64482,UMB-KKDE MEM,879,AMBALA CANTT JN,Sunday,KURUKSHETRA JN.,Thursday,20:28:22,4:35:30
64483,KKDE-UMB MEM,1099,KURUKSHETRA JN.,Thursday,AMBALA CANTT JN,Wednesday,7:45:37,21:27:38
64491,PWL-NDLS LAD,1092,PALWAL,Friday,NEW DELHI,Friday,11:34:31,18:16:32
64492,NDLS-PWL LAD,1497,NEW DELHI,Thursday,PALWAL,Sunday,7:56:13,15:05:29
64493,PWL-NZM 10CA,1475,PALWAL,Saturday,HAZRAT NIZAMUDDIN JN,Wednesday,2:49:36,23:25:41
64494,NZM-PWL MEMU,2071,HAZRAT NIZAMUDDIN JN,Saturday,PALWAL,Wednesday,18:11:59,17:37:23
64496,NZM-KSV EMU,1959,HAZRAT NIZAMUDDIN JN,Tuesday,KOSI KALAN,Monday,5:30:22,21:10:23
64501,UMB-SRE PASS,1505,SAHARANPUR JN.,Tuesday,AMBALA CANTT JN,Friday,8:55:12,9:49:03
64502,UMB-SRE PASS,2108,AMBALA CANTT JN,Friday,SAHARANPUR JN.,Saturday,4:30:58,10:06:05
64504,UMB-SRE PASS,1888,AMBALA CANTT JN,Monday,SAHARANPUR JN.,Monday,6:31:40,0:43:44
64511,SRE-NLDM PAS,1090,SAHARANPUR JN.,Tuesday,NANGAL DAM,Tuesday,19:42:06,8:11:38
64512,NLDM-SRE PAS,1579,NANGAL DAM,Wednesday,SAHARANPUR JN.,Thursday,14:07:28,23:43:57
64513,SRE-NLDM PAS,337,SAHARANPUR JN.,Friday,NANGAL DAM,Tuesday,4:33:45,10:53:28
64514,NLDM-UMB PAS,429,NANGAL DAM,Saturday,AMBALA CANTT JN,Tuesday,13:12:23,7:08:41
64515,UMB-NLDM PAS,198,AMBALA CANTT JN,Wednesday,NANGAL DAM,Saturday,3:22:44,19:00:48
64516,NLDM-UMB PAS,1719,NANGAL DAM,Saturday,AMBALA CANTT JN,Thursday,21:59:41,19:41:04
64517,UMB-NLDM PAS,586,AMBALA CANTT JN,Friday,NANGAL DAM,Sunday,3:57:00,13:03:54
64518,NLDM-UMB PAS,1107,NANGAL DAM,Saturday,AMBALA CANTT JN,Tuesday,9:04:58,11:18:13
64521,UMB-LDH PASS,1062,AMBALA CANTT JN,Saturday,LUDHIANA JN.,Tuesday,7:16:46,6:16:40
64522,LDH-UMB MEMU,2541,LUDHIANA JN.,Tuesday,AMBALA CANTT JN,Saturday,11:22:57,19:06:00
64523,UMB-LDH MEMU,528,AMBALA CANTT JN,Saturday,LUDHIANA JN.,Monday,21:52:14,9:13:17
64524,LDH-UMB MEMU,2858,LUDHIANA JN.,Monday,AMBALA CANTT JN,Tuesday,22:47:48,9:11:52
64531,DLI-PNP PASS,2426,DELHI JN.,Saturday,PANIPAT JN.,Sunday,18:23:34,11:57:16
64532,UMB-DLI MEMU,2116,AMBALA CANTT JN,Monday,PANIPAT JN.,Monday,1:11:03,5:06:36
64533,DLI-PNP MEMU,226,DELHI JN.,Wednesday,PANIPAT JN.,Friday,1:18:44,17:54:42
64534,PNP-DLI 12CA,814,PANIPAT JN.,Sunday,GHAZIABAD JN.,Saturday,8:56:55,7:00:17
64536,PNP-DLI-MEMU,91,PANIPAT JN.,Wednesday,DELHI JN.,Saturday,7:58:18,5:46:48
64541,PNP-UMB PAS,982,PANIPAT JN.,Saturday,AMBALA CANTT JN,Saturday,4:11:42,9:42:32
64542,UMB-PNP PASS,1334,AMBALA CANTT JN,Wednesday,PANIPAT JN.,Friday,12:17:25,4:40:56
64543,PNP-UMB MEMU,2542,PANIPAT JN.,Friday,AMBALA CANTT JN,Saturday,0:34:01,0:46:16
64545,KKDE-UMB PAS,1402,KURUKSHETRA JN.,Sunday,AMBALA CANTT JN,Friday,22:47:01,9:33:09
64546,UMB-KKDE PAS,1486,AMBALA CANTT JN,Wednesday,KURUKSHETRA JN.,Sunday,20:33:54,3:27:06
64547,KKDE-UMB PAS,87,KURUKSHETRA JN.,Friday,AMBALA CANTT JN,Tuesday,15:29:07,21:34:54
64548,UMB-KKDE PAS,1767,AMBALA CANTT JN,Tuesday,KURUKSHETRA JN.,Saturday,15:48:11,16:24:39
64551,LDH-ASR MEMU,2382,LUDHIANA JN.,Monday,AMRITSAR JN.,Wednesday,17:21:59,17:17:37
64552,ASR-LDH MEMU,1616,AMRITSAR JN.,Saturday,LUDHIANA JN.,Wednesday,7:01:28,20:53:29
64553,MB-ANVT MEMU,1666,MORADABAD JN.,Saturday,ANAND VIHAR TERMINAL,Wednesday,12:15:36,15:49:09
64554,ANVT-MB MEMU,2018,ANAND VIHAR TERMINAL,Monday,MORADABAD JN.,Wednesday,17:56:15,11:21:46
64555,ANVT-MTC MEM,2123,ANAND VIHAR TERMINAL,Sunday,MEERUT CITY JN.,Monday,13:39:11,22:19:21
64556,MTC-ANVT MEM,2065,MEERUT CITY JN.,Monday,ANAND VIHAR TERMINAL,Saturday,23:33:34,18:25:42
64557,DLI-SRE MEMU,2020,DELHI JN.,Monday,SAHARANPUR JN.,Friday,18:59:23,9:39:56
64558,SRE-DLI MEMU,1250,SAHARANPUR JN.,Wednesday,DELHI JN.,Sunday,7:40:29,0:05:22
64559,DLI - SRE ME,1910,DELHI JN.,Monday,SAHARANPUR JN.,Tuesday,11:39:33,10:03:44
64560,SRE - DLI ME,2624,SAHARANPUR JN.,Tuesday,DELHI JN.,Friday,11:30:07,17:26:55
64561,DLI-UMB MEMU,1451,DELHI JN.,Friday,AMBALA CANTT JN,Tuesday,4:21:11,19:50:04
64562,UMB-DLI MEMU,2161,AMBALA CANTT JN,Tuesday,DELHI JN.,Saturday,17:21:17,19:10:52
64563,UMB-NLDM-ADD,1835,AMBALA CANTT JN,Monday,AMB  ANDAURA,Tuesday,13:00:54,13:55:23
64564,AADR-NLDM-UM,717,AMB  ANDAURA,Thursday,AMBALA CANTT JN,Monday,16:00:56,6:35:48
64565,MB-SRE MEMU,1578,MORADABAD JN.,Friday,SAHARANPUR JN.,Friday,5:41:13,13:28:39
64566,SRE-MB MEMU,525,SAHARANPUR JN.,Monday,MORADABAD JN.,Friday,2:06:33,14:10:06
64567,BSC-TKJ PASS,1842,BULANDSHAHR,Saturday,TILAK BRIDGE,Tuesday,5:57:38,12:52:28
64568,TKJ-BSC MEMU,1314,TILAK BRIDGE,Sunday,BULANDSHAHR,Friday,19:43:57,14:43:37
64569,KSV-NZM PASS,359,KOSI KALAN,Saturday,HAZRAT NIZAMUDDIN JN,Saturday,22:43:25,5:34:34
64570,NZM-KSV PASS,902,HAZRAT NIZAMUDDIN JN,Tuesday,KOSI KALAN,Tuesday,23:07:58,17:14:01
64581,HRF-DLI MEMU,293,HATHRAS QILAH,Thursday,DELHI JN.,Wednesday,4:00:34,13:20:57
64582,DLI-HRF MEMU,614,DELHI JN.,Friday,HATHRAS QILAH,Wednesday,22:49:33,0:33:11
64583,TDL-DLI MEMU,2489,TUNDLA JN,Friday,DELHI JN.,Friday,13:59:23,0:55:00
64584,DLI-TDL MEMU,2843,DELHI JN.,Monday,TUNDLA JN,Friday,13:08:55,12:50:28
64585,HRF-HRS MEMU,47,HATHRAS QILAH,Thursday,HATHRAS JN.,Wednesday,6:49:01,16:53:26
64586,HRS-HRF MEMU,1209,HATHRAS JN.,Tuesday,HATHRAS QILAH,Wednesday,20:03:50,0:12:57
64587,CNB-TDL MEMU,1645,KANPUR CENTRAL JN.,Tuesday,TUNDLA JN,Tuesday,16:51:11,0:58:37
64588,TDL-CNB MEMU,918,TUNDLA JN,Thursday,KANPUR CENTRAL JN.,Monday,3:46:57,16:53:59
64589,CNB-PHD MEMU,1847,KANPUR CENTRAL JN.,Wednesday,PHAPHUND,Sunday,20:52:55,8:28:43
64590,PHD-CNB MEMU,977,PHAPHUND,Tuesday,KANPUR CENTRAL JN.,Wednesday,23:25:53,17:57:06
64591,ALD-CNB,26,ALLAHABAD JN.,Sunday,KANPUR CENTRAL JN.,Wednesday,12:40:13,3:57:03
64592,CNB-ALD,1661,KANPUR CENTRAL JN.,Monday,ALLAHABAD JN.,Monday,2:58:17,20:24:09
64593,FTP-CNB MEMU,1356,FATEHPUR,Sunday,KANPUR CENTRAL JN.,Monday,7:32:37,0:44:45
64594,CNB-FTP MEMU,2444,KANPUR CENTRAL JN.,Sunday,FATEHPUR,Thursday,3:39:40,13:45:43
64595,MGS-ALD MEMU,2695,MUGHAL SARAI JN.,Monday,ALLAHABAD JN.,Tuesday,7:41:38,0:47:46
64596,ALD-MGS MEMU,2393,ALLAHABAD JN.,Monday,MUGHAL SARAI JN.,Sunday,1:40:15,2:34:34
64901,KSV-GZB 12CA,1640,KOSI KALAN,Wednesday,GHAZIABAD JN.,Sunday,16:19:04,16:18:55
64902,GZB-KSV 12CA,988,GHAZIABAD JN.,Sunday,KOSI KALAN,Monday,15:33:14,11:26:06
64903,MTJ-GZB 12CA,1984,MATHURA JN.,Friday,GHAZIABAD JN.,Sunday,18:21:42,3:34:19
64904,GZB-MTJ 12CA,1320,GHAZIABAD JN.,Thursday,MATHURA JN.,Friday,15:01:49,17:24:21
64905,MTJ-NDLS 12C,1347,MATHURA JN.,Thursday,NEW DELHI,Thursday,12:57:38,20:16:08
64906,GZB-PWL 12CA,2975,GHAZIABAD JN.,Tuesday,PALWAL,Tuesday,6:13:57,20:29:24
64908,SSB-BVH-PWL,2480,SHAKUR BASTI,Saturday,BALLABGARH,Wednesday,20:18:07,14:30:01
64910,SSB-MTJ 12CA,2546,SHAKUR BASTI,Tuesday,MATHURA JN.,Saturday,23:51:02,0:59:38
64911,NDLS-ROK MEM,2721,NEW DELHI,Saturday,ROHTAK JN.,Tuesday,23:43:37,11:16:21
64912,ROK-NDLS MEM,860,ROHTAK JN.,Monday,NEW DELHI,Wednesday,2:29:58,0:34:15
64913,DLI-ROK MEMU,1189,DELHI JN.,Tuesday,ROHTAK JN.,Monday,3:50:44,11:03:57
64914,ROK-DLI MEMU,2524,ROHTAK JN.,Tuesday,DELHI JN.,Thursday,9:32:14,19:32:11
64915,DLI-ROK MEMU,841,DELHI JN.,Saturday,ROHTAK JN.,Thursday,14:07:36,23:09:58
64916,ROK-DLI MEMU,2929,ROHTAK JN.,Friday,DELHI JN.,Tuesday,21:14:48,8:31:37
64931,DLI-ROK MEMU,42,DELHI JN.,Saturday,ROHTAK JN.,Monday,3:03:12,4:07:56
64932,ROK-DLI MEMU,436,ROHTAK JN.,Monday,DELHI JN.,Wednesday,9:54:39,2:47:55
64951,BXN-AGC,1023,BAYANA,Thursday,AGRA CANTT,Thursday,10:04:32,22:50:29
64952,AGC-BXN,1770,AGRA CANTT,Friday,BAYANA,Friday,17:22:39,4:53:09
64953,AGC-NZM EMU,2648,AGRA CANTT,Wednesday,HAZRAT NIZAMUDDIN JN,Saturday,2:13:14,22:26:22
64955,AGC-TDL MEMU,2356,AGRA CANTT,Thursday,TUNDLA JN,Wednesday,8:08:15,17:47:46
64956,TDL-AGC MEMU,360,TUNDLA JN,Monday,AGRA CANTT,Monday,7:39:48,15:00:36
64957,AGC-PWL MEMU,2214,AGRA CANTT,Sunday,PALWAL,Saturday,20:59:23,5:37:16
64958,PWL-AGC MEMU,754,PALWAL,Sunday,AGRA CANTT,Monday,21:32:18,16:00:24
64959,KSV-AGC MEMU,322,KOSI KALAN,Sunday,AGRA CANTT,Friday,6:41:08,7:59:09
66000,AVD-MMC,1475,AVADI,Thursday,MOOR MARKET,Thursday,20:51:14,23:59:11
66001,MMC-TRL EMU,1096,MOOR MARKET,Tuesday,TIRUVALLUR,Thursday,15:34:44,3:05:41
66002,AVD-MMC MEMU,2822,AVADI,Sunday,MOOR MARKET,Saturday,2:02:44,8:50:56
66003,MMC-AVD MEMU,2493,MOOR MARKET,Wednesday,AVADI,Friday,8:36:59,6:35:27
66004,AVD-MMC PASS,2311,AVADI,Saturday,MOOR MARKET,Friday,16:16:00,8:52:42
66005,MMC-AVDPASSR,181,MOOR MARKET,Wednesday,AVADI,Wednesday,15:48:04,2:45:08
66006,AVD-MMC PASS,2973,AVADI,Friday,MOOR MARKET,Saturday,13:13:31,0:04:56
66007,MMC-AVD EMU,1646,MOOR MARKET,Tuesday,AVADI,Wednesday,13:40:04,16:47:21
66008,AJJ-MMC PASS,689,ARAKKONAM JN,Wednesday,MOOR MARKET,Friday,0:46:32,5:36:48
66009,MMC-AJJ PASS,1130,MOOR MARKET,Monday,ARAKKONAM JN,Saturday,0:51:30,5:36:52
66010,AJJ-MMC PASS,1684,ARAKKONAM JN,Monday,MOOR MARKET,Wednesday,2:32:56,15:52:24
66011,MMC-AJJ PASS,2072,MOOR MARKET,Wednesday,ARAKKONAM JN,Tuesday,0:28:50,20:18:52
66012,TRL-MMCC PAS,1583,TIRUVALLUR,Sunday,MOOR MARKET,Thursday,0:59:38,12:59:09
